date,open,high,low,close,volume
2017-12-28,"24,250","24,250","23,750","24,100","116,104"
2017-12-27,"23,700","24,300","23,350","24,250","235,087"
2017-12-26,"24,500","24,700","24,350","24,350","248,293"
2017-12-22,"24,450","24,550","24,000","24,450","156,306"
2017-12-21,"24,400","24,850","24,400","24,450","190,467"
2017-12-20,"24,150","24,800","24,150","24,700","230,892"
2017-12-19,"24,150","24,300","23,950","24,150","131,397"
2017-12-18,"24,000","24,250","23,900","24,150","128,159"
2017-12-15,"23,900","24,350","23,800","24,000","348,742"
2017-12-14,"23,500","24,450","23,450","23,650","434,671"
2017-12-13,"23,550","23,800","23,250","23,350","364,665"
2017-12-12,"23,650","23,950","23,450","23,600","107,795"
2017-12-11,"23,250","23,850","23,200","23,850","128,013"
2017-12-08,"23,750","23,950","23,200","23,350","237,149"
2017-12-07,"24,050","24,100","23,600","23,700","118,126"
2017-12-06,"24,000","24,250","23,750","23,850","175,649"
2017-12-05,"24,050","24,350","23,650","24,350","209,028"
2017-12-04,"23,350","24,000","23,300","23,950","248,053"
2017-12-01,"23,700","23,700","22,900","23,200","193,226"
2017-11-30,"23,750","23,750","23,450","23,700","142,531"
2017-11-29,"24,250","24,350","23,450","23,550","265,029"
2017-11-28,"24,550","24,600","24,150","24,250","84,210"
2017-11-27,"24,100","24,600","24,050","24,550","120,883"
2017-11-24,"24,300","24,350","24,050","24,100","161,483"
2017-11-23,"24,650","24,850","24,200","24,200","275,351"
2017-11-22,"25,150","25,250","24,600","24,800","205,792"
2017-11-21,"25,000","25,500","25,000","25,150","126,235"
2017-11-20,"25,000","25,350","24,900","25,000","107,704"
2017-11-17,"24,950","25,150","24,600","25,150","199,770"
2017-11-16,"25,250","25,250","24,900","24,950","132,749"
2017-11-15,"25,300","25,350","24,950","25,150","255,437"
2017-11-14,"25,800","25,800","24,800","25,250","394,095"
2017-11-13,"25,650","25,750","25,350","25,550","69,827"
2017-11-10,"25,600","25,900","25,200","25,450","149,812"
2017-11-09,"26,200","26,250","25,600","25,750","208,440"
2017-11-08,"25,450","26,200","25,400","26,150","206,236"
2017-11-07,"25,250","25,750","25,250","25,600","128,988"
2017-11-06,"25,200","25,500","25,000","25,250","128,927"
2017-11-03,"25,200","25,550","24,800","25,150","194,673"
2017-11-02,"26,100","26,100","24,950","25,150","272,881"
2017-11-01,"26,150","26,650","25,750","26,150","238,526"
2017-10-31,"26,900","27,050","26,550","26,600","148,168"
2017-10-30,"27,000","27,000","26,600","26,900","124,955"
2017-10-27,"26,450","27,200","26,450","27,150","270,061"
2017-10-26,"26,450","26,750","26,100","26,650","143,680"
2017-10-25,"26,300","26,650","25,950","26,450","155,091"
2017-10-24,"26,150","26,550","26,100","26,400","149,381"
2017-10-23,"25,950","26,250","25,950","26,100","173,779"
2017-10-20,"25,400","26,700","25,350","25,750","504,432"
2017-10-19,"25,050","25,500","25,000","25,300","155,254"
2017-10-18,"25,350","25,400","24,950","25,150","236,161"
2017-10-17,"25,650","25,700","24,900","25,300","229,391"
2017-10-16,"25,350","25,850","23,850","25,400","879,409"
2017-10-13,"26,400","26,950","26,400","26,750","155,923"
2017-10-12,"26,650","26,850","26,350","26,500","280,469"
2017-10-11,"26,900","27,100","26,500","26,900","199,622"
2017-10-10,"26,300","26,750","26,000","26,700","178,900"
2017-09-29,"26,100","26,300","26,050","26,300","182,629"
2017-09-28,"25,850","26,200","25,600","26,100","252,728"
2017-09-27,"25,250","25,850","25,250","25,800","250,253"
2017-09-26,"25,400","25,600","25,100","25,250","162,559"
2017-09-25,"25,500","25,600","25,350","25,450","226,899"
2017-09-22,"25,300","25,550","25,050","25,500","212,178"
2017-09-21,"25,050","25,600","24,900","25,500","286,981"
2017-09-20,"24,850","25,250","24,850","25,200","322,529"
2017-09-19,"24,750","24,950","24,450","24,650","173,843"
2017-09-18,"25,300","25,300","24,800","24,850","137,761"
2017-09-15,"25,300","25,450","25,100","25,300","128,541"
2017-09-14,"24,800","25,350","24,750","25,350","135,853"
2017-09-13,"24,700","25,250","24,550","25,050","169,512"
2017-09-12,"25,100","25,150","24,450","24,650","209,796"
2017-09-11,"25,350","25,550","24,900","25,000","130,021"
2017-09-08,"25,600","25,750","24,950","25,200","127,596"
2017-09-07,"24,900","25,900","24,800","25,800","399,854"
2017-09-06,"24,700","24,950","24,500","24,550","111,554"
2017-09-05,"24,950","25,000","24,200","24,550","171,641"
2017-09-04,"24,250","25,200","24,200","24,900","183,360"
2017-09-01,"26,450","26,450","24,800","24,850","391,167"
2017-08-31,"26,050","26,100","25,700","26,100","136,488"
2017-08-30,"25,750","26,150","25,450","25,950","185,635"
2017-08-29,"25,700","25,900","25,600","25,850","127,253"
2017-08-28,"25,750","26,050","25,700","25,850","111,320"
2017-08-25,"26,200","26,250","25,700","25,950","130,773"
2017-08-24,"25,650","26,400","25,650","26,150","305,405"
2017-08-23,"26,000","26,000","25,300","25,650","255,235"
2017-08-22,"25,850","26,000","25,800","25,900","185,290"
2017-08-21,"25,650","26,250","25,600","25,800","417,865"
2017-08-18,"25,500","25,850","25,500","25,650","181,073"
2017-08-17,"25,850","25,900","25,500","25,750","293,096"
2017-08-16,"24,350","26,100","24,200","25,950","1,326,446"
2017-08-14,"23,350","24,200","23,350","24,150","416,960"
2017-08-11,"23,700","23,850","23,500","23,600","167,760"
2017-08-10,"23,500","24,150","23,500","23,800","286,743"
2017-08-09,"23,600","23,800","23,500","23,500","148,955"
2017-08-08,"23,650","23,950","23,550","23,700","111,305"
2017-08-07,"23,800","23,900","23,600","23,650","140,682"
2017-08-04,"23,700","24,000","23,700","23,900","156,128"
2017-08-03,"24,000","24,050","23,550","23,900","316,646"
2017-08-02,"24,150","24,200","23,750","23,950","236,543"
2017-08-01,"24,050","24,200","23,700","24,150","288,407"
2017-07-31,"24,000","24,500","23,700","23,950","308,725"
2017-07-28,"23,850","24,200","23,600","23,850","363,232"
2017-07-27,"23,300","23,900","22,950","23,850","444,765"
2017-07-26,"23,150","23,400","23,000","23,100","171,138"
2017-07-25,"23,250","23,300","22,900","23,100","192,816"
2017-07-24,"22,400","23,300","22,350","23,250","241,342"
2017-07-21,"22,600","22,800","22,250","22,350","171,189"
2017-07-20,"22,700","22,750","22,550","22,600","92,933"
2017-07-19,"22,700","22,800","22,500","22,750","144,660"
2017-07-18,"22,500","22,850","22,250","22,750","187,069"
2017-07-17,"22,250","22,550","22,250","22,450","133,357"
2017-07-14,"22,600","22,650","22,100","22,250","187,256"
2017-07-13,"21,900","22,700","21,850","22,650","423,798"
2017-07-12,"22,000","22,000","21,600","21,600","119,203"
2017-07-11,"21,850","21,900","21,600","21,900","176,797"
2017-07-10,"22,700","22,900","21,650","21,750","553,806"
2017-07-07,"23,000","23,250","22,700","22,900","240,545"
2017-07-06,"23,050","23,200","23,000","23,200","109,806"
2017-07-05,"23,250","23,250","22,750","23,150","190,462"
2017-07-04,"23,600","23,600","23,100","23,100","146,382"
2017-07-03,"23,050","23,450","23,050","23,350","151,138"
2017-06-30,"23,350","23,500","23,100","23,300","166,810"
2017-06-29,"23,350","23,450","22,950","23,450","153,158"
2017-06-28,"23,050","23,550","23,000","23,350","168,933"
2017-06-27,"23,100","23,400","22,900","23,100","94,587"
2017-06-26,"23,400","23,400","22,700","23,100","250,672"
2017-06-23,"23,850","23,850","23,300","23,350","153,384"
2017-06-22,"23,400","23,850","23,350","23,750","224,081"
2017-06-21,"23,450","23,600","23,300","23,350","198,948"
2017-06-20,"23,650","23,850","23,400","23,500","212,868"
2017-06-19,"24,200","24,200","23,550","23,650","326,214"
2017-06-16,"23,850","24,150","23,650","24,150","327,110"
2017-06-15,"23,700","24,000","23,600","23,850","325,720"
2017-06-14,"23,550","23,850","23,350","23,800","357,691"
2017-06-13,"23,450","23,850","23,300","23,350","402,455"
2017-06-12,"24,150","24,150","23,500","23,550","254,934"
2017-06-09,"23,950","24,300","23,850","24,150","409,746"
2017-06-08,"23,950","24,200","23,600","23,800","427,952"
2017-06-07,"24,100","24,150","23,750","23,900","237,493"
2017-06-05,"24,250","24,250","23,900","24,150","206,200"
2017-06-02,"23,750","24,250","23,650","24,250","401,974"
2017-06-01,"24,350","24,450","23,700","23,850","340,812"
2017-05-31,"24,000","24,200","23,500","24,200","361,484"
2017-05-30,"23,950","24,250","23,750","23,900","289,175"
2017-05-29,"24,100","24,150","23,800","24,050","452,397"
2017-05-26,"24,200","24,300","23,600","24,050","538,475"
2017-05-25,"24,400","24,400","23,950","24,200","366,657"
2017-05-24,"24,050","24,350","23,950","24,300","449,958"
2017-05-23,"23,750","24,250","23,500","23,950","497,430"
2017-05-22,"23,800","23,900","23,300","23,750","535,757"
2017-05-19,"22,850","23,950","22,800","23,700","1,715,511"
2017-05-18,"22,650","22,950","22,350","22,750","724,002"
2017-05-17,"21,950","22,900","21,850","22,750","852,737"
2017-05-16,"21,900","22,250","21,800","21,900","641,790"
2017-05-15,"21,800","21,900","21,650","21,850","202,460"
2017-05-12,"21,700","21,750","21,450","21,700","161,657"
2017-05-11,"21,600","21,750","21,400","21,700","221,113"
2017-05-10,"21,650","22,050","21,450","21,600","537,978"
2017-05-08,"20,850","21,550","20,850","21,550","502,415"
2017-05-04,"21,000","21,200","20,850","20,950","180,521"
2017-05-02,"20,900","21,200","20,850","21,000","284,610"
2017-04-28,"20,650","20,950","20,550","20,900","227,620"
2017-04-27,"20,800","20,900","20,550","20,800","186,953"
2017-04-26,"20,700","20,900","20,650","20,750","240,998"
2017-04-25,"20,400","20,700","20,350","20,700","306,343"
2017-04-24,"20,300","20,500","20,300","20,400","226,732"
2017-04-21,"20,250","20,400","20,200","20,400","151,755"
2017-04-20,"20,350","20,400","20,250","20,350","179,569"
2017-04-19,"20,000","20,350","19,950","20,350","293,519"
2017-04-18,"20,100","20,100","19,850","20,000","190,491"
2017-04-17,"19,900","20,100","19,900","20,000","97,886"
2017-04-14,"20,100","20,100","19,850","19,900","131,243"
2017-04-13,"19,950","20,200","19,950","20,100","334,688"
2017-04-12,"19,900","20,000","19,800","19,950","122,293"
2017-04-11,"20,150","20,200","19,800","19,950","467,541"
2017-04-10,"20,500","20,500","20,150","20,150","319,385"
2017-04-07,"20,400","20,450","20,300","20,450","148,704"
2017-04-06,"20,400","20,400","20,250","20,350","174,594"
2017-04-05,"20,450","20,550","20,300","20,350","182,560"
2017-04-04,"20,350","20,500","20,300","20,450","131,311"
2017-04-03,"20,400","20,400","20,300","20,400","156,148"
2017-03-31,"20,350","20,450","20,250","20,350","257,349"
2017-03-30,"20,400","20,500","20,350","20,400","94,372"
2017-03-29,"20,600","20,650","20,300","20,350","285,846"
2017-03-28,"20,800","20,800","20,600","20,600","153,894"
2017-03-27,"20,700","20,850","20,500","20,800","139,249"
2017-03-24,"20,300","20,750","20,300","20,700","194,849"
2017-03-23,"20,400","20,400","20,250","20,350","203,314"
2017-03-22,"20,400","20,500","20,300","20,400","200,961"
2017-03-21,"20,550","20,550","20,300","20,400","192,912"
2017-03-20,"20,600","20,600","20,400","20,500","93,861"
2017-03-17,"20,450","20,550","20,300","20,550","154,771"
2017-03-16,"20,450","20,450","20,300","20,400","205,293"
2017-03-15,"20,450","20,550","20,250","20,350","168,335"
2017-03-14,"20,550","20,600","20,400","20,450","112,405"
2017-03-13,"20,600","20,700","20,450","20,500","147,191"
2017-03-10,"20,550","20,650","20,350","20,600","149,406"
2017-03-09,"20,650","20,700","20,450","20,550","164,911"
2017-03-08,"20,500","20,750","20,500","20,650","152,326"
2017-03-07,"20,350","20,500","20,350","20,500","175,448"
2017-03-06,"20,400","20,450","20,200","20,300","236,379"
2017-03-03,"20,850","20,850","20,400","20,500","230,257"
2017-03-02,"21,150","21,250","20,800","20,800","151,995"
2017-02-28,"21,450","21,450","21,000","21,100","166,922"
2017-02-27,"21,350","21,400","21,150","21,400","179,492"
2017-02-24,"21,100","21,450","20,950","21,400","227,257"
2017-02-23,"21,000","21,150","20,900","21,100","128,185"
2017-02-22,"21,000","21,100","20,850","20,950","102,012"
2017-02-21,"20,450","21,150","20,450","21,000","466,327"
2017-02-20,"20,500","20,550","20,350","20,450","179,518"
2017-02-17,"20,600","20,600","20,400","20,500","150,849"
2017-02-16,"20,800","20,800","20,500","20,600","110,918"
2017-02-15,"20,600","20,800","20,550","20,750","160,981"
2017-02-14,"20,650","20,650","20,500","20,550","92,962"
2017-02-13,"20,600","20,750","20,500","20,550","225,053"
2017-02-10,"20,500","20,550","20,400","20,550","94,465"
2017-02-09,"20,550","20,650","20,350","20,450","216,792"
2017-02-08,"20,700","20,700","20,450","20,600","130,099"
2017-02-07,"20,400","20,650","20,400","20,550","193,588"
2017-02-06,"20,600","20,650","20,350","20,450","273,462"
2017-02-03,"20,450","20,550","20,350","20,550","161,957"
2017-02-02,"20,700","20,800","20,350","20,450","273,482"
2017-02-01,"20,850","20,900","20,700","20,800","140,851"
2017-01-31,"20,750","20,850","20,650","20,800","86,081"
2017-01-26,"20,900","20,900","20,650","20,750","138,012"
2017-01-25,"21,150","21,150","20,750","20,800","143,606"
2017-01-24,"21,250","21,300","20,900","21,000","154,747"
2017-01-23,"21,150","21,500","21,100","21,200","182,826"
2017-01-20,"21,200","21,200","21,050","21,150","83,600"
2017-01-19,"21,200","21,250","21,050","21,100","72,288"
2017-01-18,"21,150","21,150","21,000","21,150","89,302"
2017-01-17,"20,950","21,150","20,850","21,150","119,440"
2017-01-16,"21,000","21,150","20,800","20,950","181,439"
2017-01-13,"20,850","21,000","20,800","20,950","113,614"
2017-01-12,"20,950","21,000","20,700","20,900","184,873"
2017-01-11,"20,800","21,000","20,750","20,950","158,334"
2017-01-10,"21,200","21,200","20,750","20,800","196,320"
2017-01-09,"21,350","21,400","21,150","21,200","88,044"
2017-01-06,"21,300","21,350","21,200","21,350","80,523"
2017-01-05,"21,250","21,400","21,100","21,300","187,376"
2017-01-04,"21,300","21,300","21,000","21,100","126,132"
2017-01-03,"20,900","21,300","20,750","21,300","154,765"
2017-01-02,"21,100","21,150","20,650","20,900","200,092"
2016-12-29,"21,400","21,400","21,050","21,100","150,989"
2016-12-28,"21,600","21,750","21,150","21,300","485,834"
2016-12-27,"22,400","22,600","22,250","22,400","600,857"
2016-12-26,"22,150","22,300","22,100","22,300","265,067"
2016-12-23,"22,150","22,200","22,000","22,100","168,364"
2016-12-22,"22,250","22,250","22,000","22,150","194,811"
2016-12-21,"22,250","22,300","22,100","22,100","208,609"
2016-12-20,"22,100","22,300","21,950","22,250","276,094"
2016-12-19,"21,850","22,000","21,850","22,000","178,669"
2016-12-16,"21,850","21,950","21,750","21,800","171,577"
2016-12-15,"21,600","21,950","21,600","21,900","109,911"
2016-12-14,"22,050","22,050","21,750","21,750","160,318"
2016-12-13,"21,800","21,950","21,650","21,950","233,264"
2016-12-12,"21,950","22,000","21,700","21,800","120,857"
2016-12-09,"21,800","22,100","21,750","21,950","229,414"
2016-12-08,"21,750","21,900","21,650","21,900","184,564"
2016-12-07,"21,900","21,900","21,550","21,650","186,265"
2016-12-06,"21,400","21,900","21,250","21,850","262,984"
2016-12-05,"21,000","21,400","20,950","21,150","142,750"
2016-12-02,"21,450","21,550","21,000","21,050","226,978"
2016-12-01,"21,650","21,700","21,400","21,450","178,124"
2016-11-30,"21,650","21,950","21,500","21,750","330,855"
2016-11-29,"21,200","21,700","21,150","21,550","246,649"
2016-11-28,"21,450","21,450","21,100","21,250","133,058"
2016-11-25,"20,850","21,250","20,750","21,250","189,869"
2016-11-24,"20,800","21,000","20,600","20,800","177,844"
2016-11-23,"20,900","20,950","20,800","20,850","113,111"
2016-11-22,"20,850","21,000","20,800","20,900","143,643"
2016-11-21,"20,900","21,050","20,750","20,900","102,730"
2016-11-18,"21,150","21,150","20,900","20,950","139,135"
2016-11-17,"21,250","21,250","21,050","21,100","227,334"
2016-11-16,"21,350","21,450","21,050","21,150","249,284"
2016-11-15,"21,550","21,550","21,150","21,200","221,165"
2016-11-14,"21,500","21,600","21,350","21,550","112,045"
2016-11-11,"21,600","21,700","21,300","21,500","156,973"
2016-11-10,"21,350","21,750","21,300","21,650","191,182"
2016-11-09,"21,500","21,600","20,700","21,300","415,076"
2016-11-08,"21,450","21,550","21,250","21,500","104,928"
2016-11-07,"21,400","21,650","21,150","21,350","190,291"
2016-11-04,"21,400","21,550","21,000","21,200","155,917"
2016-11-03,"21,100","21,450","21,100","21,300","213,749"
2016-11-02,"21,450","21,500","20,850","21,200","240,777"
2016-11-01,"22,000","22,050","21,300","21,450","187,802"
2016-10-31,"21,800","22,200","21,800","22,000","634,929"
2016-10-28,"21,400","22,200","21,300","21,600","1,046,962"
2016-10-27,"20,400","20,750","20,350","20,750","236,129"
2016-10-26,"20,700","20,700","20,150","20,300","358,921"
2016-10-25,"21,150","21,150","20,700","20,750","283,749"
2016-10-24,"21,400","21,450","21,050","21,100","273,759"
2016-10-21,"21,350","21,550","21,200","21,450","174,629"
2016-10-20,"21,350","21,450","21,250","21,350","164,091"
2016-10-19,"21,600","21,600","21,150","21,250","356,103"
